,Subscription Type,Monthly Revenue,Join Date,Last Payment Date,Country,Age,Gender,Device,Plan Duration,Join year,Join month,Last Payment year,Last Payment month,Account Since,subscription type_Basic,subscription type_Premium,subscription type_Standard,Country_type_Australia,Country_type_Brazil,Country_type_Canada,Country_type_France,Country_type_Germany,Country_type_Italy,Country_type_Mexico,Country_type_Spain,Country_type_United Kingdom,Country_type_United States,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Device_type_Laptop,Device_type_Smart TV,Device_type_Smartphone,Device_type_Tablet,Age_bins
1965,Premium,10,2022-04-11,2023-09-07,France,44,Female,Tablet,1,2022,4,2023,9,494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1966,Basic,13,2022-05-11,2023-06-07,Brazil,29,Male,Laptop,1,2022,5,2023,6,464,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
1967,Standard,12,2022-06-11,2023-09-07,Mexico,32,Female,Tablet,1,2022,6,2023,9,433,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
1968,Premium,11,2022-07-11,2023-09-07,Spain,31,Male,Smartphone,1,2022,7,2023,9,403,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
1969,Basic,14,2022-08-11,2023-08-07,Italy,27,Male,Laptop,1,2022,8,2023,8,372,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,18-27
1970,Premium,13,2022-08-11,2023-06-07,Spain,43,Female,Laptop,1,2022,8,2023,6,372,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
1971,Basic,14,2022-09-11,2023-10-07,Spain,48,Male,Tablet,1,2022,9,2023,10,341,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
1972,Standard,15,2022-09-11,2023-09-07,United States,37,Female,Tablet,1,2022,9,2023,9,341,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1973,Standard,11,2022-05-11,2023-08-07,Canada,42,Male,Smartphone,1,2022,5,2023,8,464,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1974,Basic,11,2022-04-11,2023-07-07,United States,40,Male,Tablet,1,2022,4,2023,7,494,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
1975,Premium,13,2022-10-19,2023-09-07,United States,37,Female,Tablet,1,2022,10,2023,9,303,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
1976,Basic,12,2022-12-10,2023-09-07,Canada,31,Male,Smartphone,1,2022,12,2023,9,251,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1977,Standard,11,2022-03-10,2023-09-07,United Kingdom,30,Male,Smart TV,1,2022,3,2023,9,526,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,28-37
1978,Premium,15,2022-09-28,2023-08-07,Australia,51,Female,Smartphone,1,2022,9,2023,8,324,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,48-57
1979,Basic,15,2022-09-17,2023-09-07,Germany,42,Female,Laptop,1,2022,9,2023,9,335,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
1980,Premium,13,2022-09-16,2023-08-07,France,37,Female,Smartphone,1,2022,9,2023,8,336,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
1981,Basic,14,2022-09-15,2023-09-07,Brazil,44,Female,Smartphone,1,2022,9,2023,9,337,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1982,Standard,11,2022-09-14,2023-08-07,Mexico,37,Male,Tablet,1,2022,9,2023,8,338,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,28-37
1983,Standard,11,2022-09-15,2023-09-07,Spain,44,Male,Smartphone,1,2022,9,2023,9,337,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
1984,Basic,11,2022-06-09,2023-09-07,Italy,40,Male,Tablet,1,2022,6,2023,9,435,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1985,Premium,15,2022-08-28,2023-09-07,Spain,27,Male,Smart TV,1,2022,8,2023,9,355,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18-27
1986,Basic,12,2022-07-08,2023-08-07,Spain,31,Male,Smart TV,1,2022,7,2023,8,406,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
1987,Standard,15,2022-07-08,2023-10-07,United States,39,Female,Smartphone,1,2022,7,2023,10,406,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
1988,Premium,12,2022-06-08,2023-09-07,Canada,47,Female,Tablet,1,2022,6,2023,9,436,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1989,Basic,15,2022-07-30,2023-09-07,United States,30,Male,Smart TV,1,2022,7,2023,9,384,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
1990,Premium,12,2022-07-30,2023-08-07,United States,35,Male,Laptop,1,2022,7,2023,8,384,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
1991,Basic,14,2022-07-30,2023-10-07,Canada,39,Male,Smartphone,1,2022,7,2023,10,384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
1992,Standard,15,2022-07-19,2023-08-07,United Kingdom,29,Female,Tablet,1,2022,7,2023,8,395,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
1993,Standard,11,2022-07-17,2023-10-07,Australia,28,Male,Laptop,1,2022,7,2023,10,397,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
1994,Basic,11,2022-12-07,2023-08-07,Germany,39,Male,Tablet,1,2022,12,2023,8,254,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
1995,Premium,10,2022-11-07,2023-10-07,France,34,Male,Smart TV,1,2022,11,2023,10,284,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
1996,Basic,14,2022-10-07,2023-08-07,Brazil,47,Male,Smart TV,1,2022,10,2023,8,315,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
1997,Standard,14,2022-10-07,2023-11-07,Mexico,47,Female,Smart TV,1,2022,10,2023,11,315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
1998,Premium,13,2022-08-07,2023-08-07,Spain,46,Male,Smart TV,1,2022,8,2023,8,376,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
1999,Basic,12,2022-09-07,2023-09-07,Italy,31,Male,Smart TV,1,2022,9,2023,9,345,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2000,Premium,10,2022-09-07,2023-08-07,Spain,41,Female,Smart TV,1,2022,9,2023,8,345,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2001,Basic,10,2022-09-07,2023-11-07,Spain,30,Female,Smartphone,1,2022,9,2023,11,345,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,28-37
2002,Standard,11,2022-10-07,2023-08-07,United States,41,Male,Tablet,1,2022,10,2023,8,315,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2003,Standard,12,2022-12-07,2023-08-07,Canada,48,Female,Laptop,1,2022,12,2023,8,254,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2004,Basic,10,2022-07-13,2023-09-07,United States,35,Female,Laptop,1,2022,7,2023,9,401,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
2005,Premium,13,2022-07-16,2023-10-07,United States,41,Female,Laptop,1,2022,7,2023,10,398,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2006,Basic,10,2022-07-17,2023-07-07,Canada,39,Female,Smart TV,1,2022,7,2023,7,397,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2007,Standard,10,2022-07-26,2023-09-07,United Kingdom,45,Male,Laptop,1,2022,7,2023,9,388,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,38-47
2008,Premium,10,2022-07-31,2023-09-07,Australia,41,Male,Laptop,1,2022,7,2023,9,383,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2009,Basic,13,2022-03-08,2023-10-07,Germany,28,Male,Laptop,1,2022,3,2023,10,528,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,18-27
2010,Premium,10,2022-08-15,2023-07-07,France,28,Female,Tablet,1,2022,8,2023,7,368,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,18-27
2011,Basic,15,2022-08-18,2023-10-07,Brazil,48,Male,Smart TV,1,2022,8,2023,10,365,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2012,Standard,10,2022-08-27,2023-08-07,Mexico,40,Female,Smart TV,1,2022,8,2023,8,356,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
2013,Standard,12,2022-08-29,2023-10-07,Spain,39,Male,Smart TV,1,2022,8,2023,10,354,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2014,Basic,12,2022-05-09,2023-07-07,Italy,27,Male,Smartphone,1,2022,5,2023,7,466,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,18-27
2015,Premium,10,2022-06-09,2023-11-07,Spain,32,Female,Smart TV,1,2022,6,2023,11,435,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
2016,Basic,10,2022-09-14,2023-08-07,Spain,38,Male,Laptop,1,2022,9,2023,8,338,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
2017,Standard,10,2022-09-16,2023-09-07,United States,41,Female,Laptop,1,2022,9,2023,9,336,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2018,Premium,10,2022-09-18,2023-10-07,Canada,32,Female,Laptop,1,2022,9,2023,10,334,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2019,Basic,12,2022-09-23,2023-11-07,United States,37,Male,Tablet,1,2022,9,2023,11,329,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,28-37
2020,Basic,12,2022-09-25,2023-08-07,United States,50,Female,Laptop,1,2022,9,2023,8,327,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,48-57
2021,Basic,10,2022-06-10,2023-09-07,Canada,48,Female,Laptop,1,2022,6,2023,9,434,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2022,Standard,11,2022-09-10,2023-10-07,United Kingdom,37,Male,Tablet,1,2022,9,2023,10,342,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
2023,Premium,13,2022-11-10,2023-11-07,Australia,46,Female,Laptop,1,2022,11,2023,11,281,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2024,Basic,13,2022-12-10,2023-08-07,Germany,46,Male,Laptop,1,2022,12,2023,8,251,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2025,Basic,15,2022-10-13,2023-09-07,France,39,Male,Smart TV,1,2022,10,2023,9,309,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2026,Premium,13,2022-10-17,2023-10-07,Brazil,42,Female,Smart TV,1,2022,10,2023,10,305,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2027,Standard,11,2022-10-19,2023-10-07,Mexico,41,Female,Smartphone,1,2022,10,2023,10,303,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,38-47
2028,Standard,10,2022-10-21,2023-07-07,Spain,28,Male,Smart TV,1,2022,10,2023,7,301,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,18-27
2029,Basic,14,2022-10-23,2023-09-07,Italy,43,Male,Tablet,1,2022,10,2023,9,299,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2030,Premium,14,2022-10-25,2023-10-07,Spain,45,Female,Smart TV,1,2022,10,2023,10,297,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2031,Standard,10,2022-10-27,2023-09-07,Spain,45,Male,Smart TV,1,2022,10,2023,9,295,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2032,Basic,13,2022-10-31,2023-07-07,United States,48,Male,Smartphone,1,2022,10,2023,7,291,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2033,Standard,12,2022-02-11,2023-09-07,Canada,30,Male,Laptop,1,2022,2,2023,9,553,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2034,Premium,11,2022-04-11,2023-10-07,United States,51,Female,Smart TV,1,2022,4,2023,10,494,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,48-57
2035,Basic,12,2022-05-11,2023-09-07,United States,48,Female,Smartphone,1,2022,5,2023,9,464,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2036,Premium,13,2022-06-11,2023-07-07,Canada,41,Female,Smart TV,1,2022,6,2023,7,433,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2037,Standard,11,2022-07-11,2023-10-07,United Kingdom,37,Female,Smartphone,1,2022,7,2023,10,403,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,28-37
2038,Basic,11,2022-08-11,2023-09-07,Australia,43,Male,Laptop,1,2022,8,2023,9,372,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2039,Standard,15,2022-08-11,2023-08-07,Germany,51,Male,Laptop,1,2022,8,2023,8,372,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
2040,Premium,10,2022-09-11,2023-07-07,France,34,Female,Smartphone,1,2022,9,2023,7,341,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2041,Basic,10,2022-09-11,2023-10-07,Brazil,35,Female,Smartphone,1,2022,9,2023,10,341,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2042,Standard,12,2022-05-11,2023-09-07,Mexico,45,Female,Smart TV,1,2022,5,2023,9,464,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,38-47
2043,Premium,12,2022-05-11,2023-10-07,Spain,31,Male,Smart TV,1,2022,5,2023,10,464,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,28-37
2044,Basic,15,2022-02-11,2023-08-07,Italy,50,Female,Laptop,1,2022,2,2023,8,553,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,48-57
2045,Premium,12,2022-10-30,2023-09-07,Spain,41,Male,Smartphone,1,2022,10,2023,9,292,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
2046,Basic,11,2022-10-30,2023-09-07,Spain,42,Female,Laptop,1,2022,10,2023,9,292,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2047,Standard,11,2022-10-24,2023-09-07,United States,41,Male,Tablet,1,2022,10,2023,9,298,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2048,Standard,14,2022-08-10,2023-08-07,Canada,34,Male,Tablet,1,2022,8,2023,8,373,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2049,Basic,13,2022-04-10,2023-09-07,United States,35,Female,Smartphone,1,2022,4,2023,9,495,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
2050,Premium,10,2022-09-28,2023-09-07,United States,48,Male,Smartphone,1,2022,9,2023,9,324,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,38-47
2051,Basic,11,2022-09-22,2023-09-07,Canada,39,Female,Smart TV,1,2022,9,2023,9,330,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2052,Standard,14,2022-09-19,2023-09-07,United Kingdom,37,Female,Laptop,1,2022,9,2023,9,333,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,28-37
2053,Premium,10,2022-09-13,2023-09-07,Australia,31,Male,Tablet,1,2022,9,2023,9,339,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2054,Basic,14,2022-05-09,2023-09-07,Germany,29,Female,Laptop,1,2022,5,2023,9,466,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2055,Premium,10,2022-08-20,2023-09-07,France,36,Male,Tablet,1,2022,8,2023,9,363,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2056,Basic,10,2022-10-08,2023-08-07,Brazil,32,Male,Smartphone,1,2022,10,2023,8,314,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2057,Standard,10,2022-10-08,2023-11-07,Mexico,31,Female,Smartphone,1,2022,10,2023,11,314,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,28-37
2058,Standard,14,2022-06-08,2023-09-07,Spain,31,Male,Laptop,1,2022,6,2023,9,436,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,28-37
2059,Basic,12,2022-03-08,2023-10-07,Italy,29,Male,Smart TV,1,2022,3,2023,10,528,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2060,Premium,10,2022-01-08,2023-09-07,Spain,48,Male,Smart TV,1,2022,1,2023,9,587,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38-47
2061,Basic,14,2022-07-28,2023-10-07,Spain,46,Male,Tablet,1,2022,7,2023,10,386,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,38-47
2062,Standard,15,2022-07-22,2023-09-07,United States,35,Female,Smartphone,1,2022,7,2023,9,392,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,28-37
2063,Premium,11,2022-07-22,2023-11-07,Canada,37,Female,Tablet,1,2022,7,2023,11,392,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2064,Basic,12,2022-07-20,2023-09-07,United States,45,Female,Tablet,1,2022,7,2023,9,394,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2065,Premium,15,2022-12-07,2023-10-07,United States,48,Female,Laptop,1,2022,12,2023,10,254,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2066,Basic,10,2022-12-07,2023-09-07,Canada,44,Female,Laptop,1,2022,12,2023,9,254,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,38-47
2067,Standard,14,2022-10-07,2023-11-07,United Kingdom,47,Female,Laptop,1,2022,10,2023,11,315,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,38-47
2068,Standard,12,2022-11-07,2023-08-07,Australia,35,Male,Smart TV,1,2022,11,2023,8,284,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2069,Basic,10,2022-11-07,2023-09-07,Germany,35,Female,Smartphone,1,2022,11,2023,9,284,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2070,Premium,11,2022-09-07,2023-08-07,France,35,Male,Smartphone,1,2022,9,2023,8,345,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28-37
2071,Basic,15,2022-10-07,2023-11-07,Brazil,49,Female,Laptop,1,2022,10,2023,11,315,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,48-57
2072,Standard,11,2022-12-07,2023-08-07,Mexico,50,Female,Tablet,1,2022,12,2023,8,254,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,48-57
2073,Premium,14,2022-07-13,2023-09-07,Spain,44,Male,Smartphone,1,2022,7,2023,9,401,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
2074,Basic,14,2022-07-15,2023-09-07,Italy,47,Female,Tablet,1,2022,7,2023,9,399,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2075,Premium,15,2022-07-16,2023-11-07,Spain,46,Female,Laptop,1,2022,7,2023,11,398,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2076,Basic,11,2022-07-19,2023-08-07,Spain,39,Female,Laptop,1,2022,7,2023,8,395,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2077,Standard,15,2022-07-23,2023-10-07,United States,34,Male,Laptop,1,2022,7,2023,10,391,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,28-37
2078,Standard,10,2022-07-28,2023-09-07,Canada,31,Female,Smart TV,1,2022,7,2023,9,386,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,28-37
2079,Basic,10,2022-08-14,2023-11-07,United States,46,Female,Laptop,1,2022,8,2023,11,369,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,38-47
2080,Premium,15,2022-08-18,2023-08-07,United States,30,Male,Smart TV,1,2022,8,2023,8,365,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2081,Basic,12,2022-08-23,2023-12-07,Canada,29,Male,Tablet,1,2022,8,2023,12,360,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2082,Standard,12,2022-08-27,2023-09-07,United Kingdom,42,Male,Tablet,1,2022,8,2023,9,356,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,38-47
2083,Premium,13,2022-01-09,2023-10-07,Australia,27,Female,Smartphone,1,2022,1,2023,10,586,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18-27
2084,Basic,15,2022-02-09,2023-09-07,Germany,33,Male,Laptop,1,2022,2,2023,9,555,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2085,Premium,13,2022-04-09,2023-12-07,France,45,Female,Smart TV,1,2022,4,2023,12,496,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2086,Basic,13,2022-11-09,2023-09-07,Brazil,50,Male,Tablet,1,2022,11,2023,9,282,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,48-57
2087,Standard,10,2022-09-16,2023-09-07,Mexico,42,Female,Tablet,1,2022,9,2023,9,336,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,38-47
2088,Standard,10,2022-09-19,2023-11-07,Spain,29,Male,Tablet,1,2022,9,2023,11,333,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,28-37
2089,Basic,12,2022-09-20,2023-12-07,Italy,31,Female,Tablet,1,2022,9,2023,12,332,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2090,Premium,13,2022-05-10,2023-09-07,Spain,42,Female,Smartphone,1,2022,5,2023,9,465,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,38-47
2091,Basic,10,2022-07-10,2023-09-07,Spain,44,Female,Laptop,1,2022,7,2023,9,404,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,38-47
2092,Standard,10,2022-10-10,2023-11-07,United States,34,Male,Smart TV,1,2022,10,2023,11,312,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2093,Premium,13,2022-12-10,2023-11-07,Canada,40,Female,Smart TV,1,2022,12,2023,11,251,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2094,Basic,10,2022-10-13,2023-08-07,United States,38,Male,Smart TV,1,2022,10,2023,8,309,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,28-37
2095,Basic,15,2022-10-15,2023-09-07,United States,42,Female,Tablet,1,2022,10,2023,9,307,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,38-47
2096,Basic,10,2022-10-17,2023-11-07,Canada,47,Male,Tablet,1,2022,10,2023,11,305,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,38-47
2097,Standard,15,2022-10-18,2023-10-07,United Kingdom,29,Female,Tablet,1,2022,10,2023,10,304,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,28-37
2098,Premium,11,2022-10-20,2023-08-07,Australia,29,Male,Laptop,1,2022,10,2023,8,302,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,28-37
2099,Basic,14,2022-10-22,2023-10-07,Germany,44,Female,Smart TV,1,2022,10,2023,10,300,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,38-47
2100,Basic,12,2022-10-25,2023-11-07,France,31,Male,Tablet,1,2022,10,2023,11,297,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,28-37
2101,Premium,14,2022-10-27,2023-09-07,Brazil,48,Female,Smartphone,1,2022,10,2023,9,295,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,38-47
2102,Standard,14,2022-01-11,2023-07-07,Mexico,32,Female,Laptop,1,2022,1,2023,7,584,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,28-37
2103,Standard,13,2022-02-11,2023-11-07,Spain,28,Female,Tablet,1,2022,2,2023,11,553,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,18-27
2104,Basic,11,2022-04-11,2023-10-07,Italy,36,Female,Smartphone,1,2022,4,2023,10,494,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,28-37
